course_title,skills,rating,review_count,level,duration,skills_list,filtered_skills,Algorithms,Business Analysis,Cloud Computing,Communication,Computer Programming,Critical Thinking,Data Analysis,Data Management,Data Visualization,Databases,Decision Making,Entrepreneurship,Finance,General Statistics,Human Learning,Leadership and Management,Machine Learning,Machine Learning Algorithms,Marketing,Planning,Probability & Statistics,Problem Solving,Python Programming,Strategy,Strategy and Operations
IBM Back-End Development,"{"" Application Development"","" Software Engineering"","" Python Programming"","" Computer Programming"","" Software Architecture"","" DevOps"","" Software Engineering Tools"","" Cloud Applications"","" Cloud Computing"","" Security Engineering"","" Programming Principles"","" Web Development"","" Cloud Infrastructure"","" Cloud-Based Integration"","" Microarchitecture"","" Agile Software Development"","" Communication"","" IBM Cloud"","" Kubernetes"","" Software Security"","" Data Management"","" Database Application"","" Databases"","" Docker (Software)"","" Linux"","" Product Management"","" SQL"","" Software-Defined Networking"","" Collaboration"","" Django (Web Framework)"","" Leadership and Management"","" Data Analysis"","" Mergers & Acquisitions""}",4.6,36700.0,Beginner , 3 - 6 Months,"['Application Development', 'Software Engineering', 'Python Programming', 'Computer Programming', 'Software Architecture', 'DevOps', 'Software Engineering Tools', 'Cloud Applications', 'Cloud Computing', 'Security Engineering', 'Programming Principles', 'Web Development', 'Cloud Infrastructure', 'Cloud-Based Integration', 'Microarchitecture', 'Agile Software Development', 'Communication', 'IBM Cloud', 'Kubernetes', 'Software Security', 'Data Management', 'Database Application', 'Databases', 'Docker (Software)', 'Linux', 'Product Management', 'SQL', 'Software-Defined Networking', 'Collaboration', 'Django (Web Framework)', 'Leadership and Management', 'Data Analysis', 'Mergers & Acquisitions']","['Python Programming', 'Computer Programming', 'Cloud Computing', 'Communication', 'Data Management', 'Databases', 'Leadership and Management', 'Data Analysis']",0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Applied Data Science,"{"" Python Programming"","" Data Visualization"","" Statistical Programming"","" Data Analysis"","" Machine Learning"","" Statistical Visualization"","" Plot (Graphics)"","" Algorithms"","" Computer Programming"","" Data Science"","" Exploratory Data Analysis"","" General Statistics"","" Machine Learning Algorithms"","" Probability & Statistics"","" Regression""}",4.6,48500.0,Beginner , 3 - 6 Months,"['Python Programming', 'Data Visualization', 'Statistical Programming', 'Data Analysis', 'Machine Learning', 'Statistical Visualization', 'Plot (Graphics)', 'Algorithms', 'Computer Programming', 'Data Science', 'Exploratory Data Analysis', 'General Statistics', 'Machine Learning Algorithms', 'Probability & Statistics', 'Regression']","['Python Programming', 'Data Visualization', 'Data Analysis', 'Machine Learning', 'Algorithms', 'Computer Programming', 'General Statistics', 'Machine Learning Algorithms', 'Probability & Statistics']",1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
IBM Applied AI,"{"" Machine Learning"","" Deep Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Python Programming"","" Cloud Computing"","" Computer Vision"","" Human Learning"","" IBM Cloud"","" Applied Machine Learning"","" Algorithms"","" Cloud API"","" Machine Learning Software"","" Natural Language Processing"","" Human Computer Interaction"","" Computer Programming"","" Cloud Applications"","" Computer Programming Tools"","" Application Development"","" Visualization (Computer Graphics)"","" Data Analysis"","" Software As A Service"","" User Experience Design"","" Data Science""}",4.6,46200.0,Beginner , 3 - 6 Months,"['Machine Learning', 'Deep Learning', 'Machine Learning Algorithms', 'Artificial Neural Networks', 'Python Programming', 'Cloud Computing', 'Computer Vision', 'Human Learning', 'IBM Cloud', 'Applied Machine Learning', 'Algorithms', 'Cloud API', 'Machine Learning Software', 'Natural Language Processing', 'Human Computer Interaction', 'Computer Programming', 'Cloud Applications', 'Computer Programming Tools', 'Application Development', 'Visualization (Computer Graphics)', 'Data Analysis', 'Software As A Service', 'User Experience Design', 'Data Science']","['Machine Learning', 'Machine Learning Algorithms', 'Python Programming', 'Cloud Computing', 'Human Learning', 'Algorithms', 'Computer Programming', 'Data Analysis']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
Excel Skills for Business,"{"" Spreadsheet Software"","" Business Analysis"","" Microsoft Excel"","" Data Analysis"","" Plot (Graphics)"","" Data Visualization"","" Data Model"","" Databases"","" Finance"","" Leadership and Management""}",4.9,59000.0,Beginner , 3 - 6 Months,"['Spreadsheet Software', 'Business Analysis', 'Microsoft Excel', 'Data Analysis', 'Plot (Graphics)', 'Data Visualization', 'Data Model', 'Databases', 'Finance', 'Leadership and Management']","['Business Analysis', 'Data Analysis', 'Data Visualization', 'Databases', 'Finance', 'Leadership and Management']",0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Applied Software Engineering Fundamentals,"{"" Python Programming"","" Computer Programming"","" Software Engineering"","" Application Development"","" Programming Principles"","" Software Architecture"","" Software Engineering Tools"","" Agile Software Development"","" Communication"","" Product Management"","" Software-Defined Networking"","" Collaboration"","" Leadership and Management"","" Linux"","" Data Analysis"","" Mergers & Acquisitions""}",4.6,36000.0,Beginner , 3 - 6 Months,"['Python Programming', 'Computer Programming', 'Software Engineering', 'Application Development', 'Programming Principles', 'Software Architecture', 'Software Engineering Tools', 'Agile Software Development', 'Communication', 'Product Management', 'Software-Defined Networking', 'Collaboration', 'Leadership and Management', 'Linux', 'Data Analysis', 'Mergers & Acquisitions']","['Python Programming', 'Computer Programming', 'Communication', 'Leadership and Management', 'Data Analysis']",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Generative AI with Large Language Models,"{"" Machine Learning"","" Natural Language Processing"","" Python Programming""}",4.8,1300.0,Intermediate , 1 - 4 Weeks,"['Machine Learning', 'Natural Language Processing', 'Python Programming']","['Machine Learning', 'Python Programming']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Google Advanced Data Analytics,"{"" Communication"","" Computer Programming"","" Data Analysis"","" Exploratory Data Analysis"","" General Statistics"","" Machine Learning"","" Planning"","" Probability Distribution"","" Project Management"","" Python Programming"","" Regression"","" Statistical Analysis"","" Tableau Software""}",4.7,2200.0,Advanced , 3 - 6 Months,"['Communication', 'Computer Programming', 'Data Analysis', 'Exploratory Data Analysis', 'General Statistics', 'Machine Learning', 'Planning', 'Probability Distribution', 'Project Management', 'Python Programming', 'Regression', 'Statistical Analysis', 'Tableau Software']","['Communication', 'Computer Programming', 'Data Analysis', 'General Statistics', 'Machine Learning', 'Planning', 'Python Programming']",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"DevOps, Cloud, and Agile Foundations","{"" DevOps"","" Cloud Computing"","" Software Engineering"","" Agile Software Development"","" Continuous Delivery"","" Continuous Integration"","" Scrum (Software Development)"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" IBM Cloud"","" Leadership and Management""}",4.7,7700.0,Beginner , 3 - 6 Months,"['DevOps', 'Cloud Computing', 'Software Engineering', 'Agile Software Development', 'Continuous Delivery', 'Continuous Integration', 'Scrum (Software Development)', 'Cloud Applications', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'IBM Cloud', 'Leadership and Management']","['Cloud Computing', 'Leadership and Management']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Meta Front-End Developer,"{"" HTML and CSS"","" Javascript"","" Front-End Web Development"","" React (web framework)"","" Web Development"","" User Experience"","" Algorithms"","" Computer Science"","" Web Design"","" Application Development"","" Computer Programming"","" Software Engineering"","" Web Development Tools"","" Collaboration"","" Communication"","" Data Structures"","" Human Computer Interaction"","" Interactive Design"","" Linux"","" Problem Solving"","" Product Design"","" Software Engineering Tools"","" Software Testing""}",4.7,14700.0,Beginner , 3 - 6 Months,"['HTML and CSS', 'Javascript', 'Front-End Web Development', 'React (web framework)', 'Web Development', 'User Experience', 'Algorithms', 'Computer Science', 'Web Design', 'Application Development', 'Computer Programming', 'Software Engineering', 'Web Development Tools', 'Collaboration', 'Communication', 'Data Structures', 'Human Computer Interaction', 'Interactive Design', 'Linux', 'Problem Solving', 'Product Design', 'Software Engineering Tools', 'Software Testing']","['Algorithms', 'Computer Programming', 'Communication', 'Problem Solving']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cloud Application Development Foundations,"{"" Cloud Computing"","" Cloud Applications"","" IBM Cloud"","" Javascript"","" Cloud Infrastructure"","" Cloud Platforms"","" DevOps"","" Cloud Management"","" Computer Programming"","" Web Development"","" Cloud API"","" Continuous Integration"","" Cloud Storage"","" Software As A Service"","" Continuous Delivery"","" Web Development Tools"","" NoSQL"","" Computer Science"","" React (web framework)""}",4.6,6100.0,Beginner , 3 - 6 Months,"['Cloud Computing', 'Cloud Applications', 'IBM Cloud', 'Javascript', 'Cloud Infrastructure', 'Cloud Platforms', 'DevOps', 'Cloud Management', 'Computer Programming', 'Web Development', 'Cloud API', 'Continuous Integration', 'Cloud Storage', 'Software As A Service', 'Continuous Delivery', 'Web Development Tools', 'NoSQL', 'Computer Science', 'React (web framework)']","['Cloud Computing', 'Computer Programming']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foundations of Project Management,"{"" Project Management"","" Strategy and Operations"","" Business Communication"","" Change Management"","" Organizational Development"","" Communication"","" Culture"","" Emotional Intelligence"","" Influencing"","" Leadership and Management"","" People Management"","" Planning""}",4.9,73700.0,Beginner , 1 - 4 Weeks,"['Project Management', 'Strategy and Operations', 'Business Communication', 'Change Management', 'Organizational Development', 'Communication', 'Culture', 'Emotional Intelligence', 'Influencing', 'Leadership and Management', 'People Management', 'Planning']","['Strategy and Operations', 'Communication', 'Leadership and Management', 'Planning']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Foundations of Cybersecurity,"{"" Linux"","" Computer Programming"","" Leadership and Management"","" SQL""}",4.9,11800.0,Beginner , 1 - 4 Weeks,"['Linux', 'Computer Programming', 'Leadership and Management', 'SQL']","['Computer Programming', 'Leadership and Management']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IBM IT Support,"{"" Customer Success"","" Cloud Computing"","" Computer Networking"","" Strategy and Operations"","" Operating Systems"","" Cloud Storage"","" Cloud Applications"","" Leadership and Management"","" System Security"","" Customer Support"","" Communication"","" Computer Programming"","" Cyberattacks"","" Cloud Infrastructure"","" Cloud Platforms"","" Databases"","" DevOps"","" Networking Hardware"","" Cryptography"","" IBM Cloud"","" Information Technology"","" Network Architecture"","" Network Security"","" Security Engineering"","" Software Engineering""}",4.7,6600.0,Beginner , 3 - 6 Months,"['Customer Success', 'Cloud Computing', 'Computer Networking', 'Strategy and Operations', 'Operating Systems', 'Cloud Storage', 'Cloud Applications', 'Leadership and Management', 'System Security', 'Customer Support', 'Communication', 'Computer Programming', 'Cyberattacks', 'Cloud Infrastructure', 'Cloud Platforms', 'Databases', 'DevOps', 'Networking Hardware', 'Cryptography', 'IBM Cloud', 'Information Technology', 'Network Architecture', 'Network Security', 'Security Engineering', 'Software Engineering']","['Cloud Computing', 'Strategy and Operations', 'Leadership and Management', 'Communication', 'Computer Programming', 'Databases']",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Foundations: Data, Data, Everywhere","{"" Data Analysis"","" SQL"","" Data Visualization"","" Business Analysis"","" Spreadsheet Software"","" Data Science"","" Databases"","" Microsoft Excel""}",4.8,93900.0,Beginner , 1 - 3 Months,"['Data Analysis', 'SQL', 'Data Visualization', 'Business Analysis', 'Spreadsheet Software', 'Data Science', 'Databases', 'Microsoft Excel']","['Data Analysis', 'Data Visualization', 'Business Analysis', 'Databases']",0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBM IT Project Manager,"{"" Software Engineering"","" Agile Software Development"","" Computer Programming"","" Software Engineering Tools"","" Application Development"","" Programming Principles"","" Software Architecture"","" Communication"","" Cloud Applications"","" Product Management"","" Scrum (Software Development)"","" Software-Defined Networking"","" Leadership and Management"","" Project Management"","" Cloud Computing"","" IBM Cloud"","" Information Technology"","" Operating Systems"","" Python Programming"","" Risk Management""}",4.8,2400.0,Beginner , 3 - 6 Months,"['Software Engineering', 'Agile Software Development', 'Computer Programming', 'Software Engineering Tools', 'Application Development', 'Programming Principles', 'Software Architecture', 'Communication', 'Cloud Applications', 'Product Management', 'Scrum (Software Development)', 'Software-Defined Networking', 'Leadership and Management', 'Project Management', 'Cloud Computing', 'IBM Cloud', 'Information Technology', 'Operating Systems', 'Python Programming', 'Risk Management']","['Computer Programming', 'Communication', 'Leadership and Management', 'Cloud Computing', 'Python Programming']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Google IT Automation with Python,"{"" Cloud Computing"","" Cloud Platforms"","" Collaboration"","" Computer Programming"","" Data Structures"","" Google Cloud Platform"","" Leadership and Management"","" Problem Solving"","" Python Programming""}",4.7,42000.0,Beginner , 3 - 6 Months,"['Cloud Computing', 'Cloud Platforms', 'Collaboration', 'Computer Programming', 'Data Structures', 'Google Cloud Platform', 'Leadership and Management', 'Problem Solving', 'Python Programming']","['Cloud Computing', 'Computer Programming', 'Leadership and Management', 'Problem Solving', 'Python Programming']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Information Technology (IT) and Cloud Fundamentals,"{"" Cloud Computing"","" Computer Networking"","" Operating Systems"","" Cloud Storage"","" System Security"","" Cloud Applications"","" Cyberattacks"","" Cloud Infrastructure"","" Cloud Platforms"","" Databases"","" DevOps"","" Networking Hardware"","" Computer Programming"","" Cryptography"","" IBM Cloud"","" Network Architecture"","" Network Security"","" Security Engineering"","" Software Engineering""}",4.7,6100.0,Beginner , 3 - 6 Months,"['Cloud Computing', 'Computer Networking', 'Operating Systems', 'Cloud Storage', 'System Security', 'Cloud Applications', 'Cyberattacks', 'Cloud Infrastructure', 'Cloud Platforms', 'Databases', 'DevOps', 'Networking Hardware', 'Computer Programming', 'Cryptography', 'IBM Cloud', 'Network Architecture', 'Network Security', 'Security Engineering', 'Software Engineering']","['Cloud Computing', 'Databases', 'Computer Programming']",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
