course_title,skills,rating,review_count,level,duration,skills_list,skills_text,filtered_skills,algorithms,business analysis,cloud computing,communication,computer programming,critical thinking,data analysis,data management,decision making,finance,human learning,leadership and management,machine learning,machine learning algorithms,marketing,planning,probability & statistics,problem solving,project management,python programming,risk management,sql,strategy,strategy and operations,writing
Private Equity and Venture Capital,"{"" Business Analysis"","" Entrepreneurial Finance"","" Finance"","" Financial Management"","" Investment Management"","" Mergers & Acquisitions"","" Entrepreneurship"","" Decision Making"","" Financial Analysis"","" Strategy""}",4.8,7800.0,Mixed , 1 - 3 Months,"['Business Analysis', 'Entrepreneurial Finance', 'Finance', 'Financial Management', 'Investment Management', 'Mergers & Acquisitions', 'Entrepreneurship', 'Decision Making', 'Financial Analysis', 'Strategy']",business analysis | entrepreneurial finance | finance | financial management | investment management | mergers & acquisitions | entrepreneurship | decision making | financial analysis | strategy,"['business analysis', 'finance', 'decision making', 'strategy']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Foundations of Business Intelligence,"{"" Business Intelligence"","" Leadership and Management""}",4.8,670.0,Advanced , 1 - 4 Weeks,"['Business Intelligence', 'Leadership and Management']",business intelligence | leadership and management,['leadership and management'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Geographic Information Systems  (GIS),"{"" ArcGIS"","" Data Analysis"","" Spatial Analysis"","" Spatial Data Analysis"","" Data Visualization"","" GIS Software"","" Geovisualization"","" Data Visualization Software"","" Databases"","" Interactive Data Visualization"","" Leadership and Management""}",4.8,5800.0,Beginner , 3 - 6 Months,"['ArcGIS', 'Data Analysis', 'Spatial Analysis', 'Spatial Data Analysis', 'Data Visualization', 'GIS Software', 'Geovisualization', 'Data Visualization Software', 'Databases', 'Interactive Data Visualization', 'Leadership and Management']",arcgis | data analysis | spatial analysis | spatial data analysis | data visualization | gis software | geovisualization | data visualization software | databases | interactive data visualization | leadership and management,"['data analysis', 'leadership and management']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Human Resource Management: HR for People Managers,"{"" Human Resources"","" Human Resources Operations"","" Employee Relations"","" Strategy and Operations"","" People Management"","" Leadership and Management"","" Communication"","" Strategy"","" Compensation"","" People Development"","" Performance Management"","" Organizational Development"","" Planning"","" Professional Development"","" Recruitment"","" Business Psychology"","" Human Learning"","" People Analysis"","" Benefits"","" Business Analysis"","" Culture""}",4.8,13800.0,Beginner , 3 - 6 Months,"['Human Resources', 'Human Resources Operations', 'Employee Relations', 'Strategy and Operations', 'People Management', 'Leadership and Management', 'Communication', 'Strategy', 'Compensation', 'People Development', 'Performance Management', 'Organizational Development', 'Planning', 'Professional Development', 'Recruitment', 'Business Psychology', 'Human Learning', 'People Analysis', 'Benefits', 'Business Analysis', 'Culture']",human resources | human resources operations | employee relations | strategy and operations | people management | leadership and management | communication | strategy | compensation | people development | performance management | organizational development | planning | professional development | recruitment | business psychology | human learning | people analysis | benefits | business analysis | culture,"['strategy and operations', 'leadership and management', 'communication', 'strategy', 'planning', 'human learning', 'business analysis']",0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,"{"" Negotiation"","" Game Theory"","" Strategy""}",4.9,4700.0,Mixed , 1 - 3 Months,"['Negotiation', 'Game Theory', 'Strategy']",negotiation | game theory | strategy,['strategy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Software Product Management,"{"" Software Engineering"","" Agile Software Development"","" Product Management"","" Design and Product"","" Leadership and Management"","" Project Management"","" Planning"","" Application Development"","" Product Design"","" Entrepreneurship"","" Strategy and Operations"","" Business Analysis"","" Collaboration"","" User Experience"","" Scrum (Software Development)"","" Supply Chain and Logistics""}",4.7,11300.0,Beginner , 3 - 6 Months,"['Software Engineering', 'Agile Software Development', 'Product Management', 'Design and Product', 'Leadership and Management', 'Project Management', 'Planning', 'Application Development', 'Product Design', 'Entrepreneurship', 'Strategy and Operations', 'Business Analysis', 'Collaboration', 'User Experience', 'Scrum (Software Development)', 'Supply Chain and Logistics']",software engineering | agile software development | product management | design and product | leadership and management | project management | planning | application development | product design | entrepreneurship | strategy and operations | business analysis | collaboration | user experience | scrum (software development) | supply chain and logistics,"['leadership and management', 'project management', 'planning', 'strategy and operations', 'business analysis']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Project Management & Other Tools for Career Development,"{"" Project Management"","" Communication"","" Collaboration"","" Decision Making"","" Leadership and Management"","" Strategy and Operations"","" Business Communication"","" People Management"","" Business Analysis"","" Conflict Management"","" Critical Thinking"","" Problem Solving"","" Professional Development"","" Customer Relationship Management"","" Business Development"","" Negotiation"","" Planning"","" Writing"","" Adaptability"","" Deep Learning"","" Business Research"","" Strategy"","" Benefits"","" Data Visualization Software"","" Risk Management"","" Scrum (Software Development)"","" User Experience""}",4.7,34900.0,Beginner , 3 - 6 Months,"['Project Management', 'Communication', 'Collaboration', 'Decision Making', 'Leadership and Management', 'Strategy and Operations', 'Business Communication', 'People Management', 'Business Analysis', 'Conflict Management', 'Critical Thinking', 'Problem Solving', 'Professional Development', 'Customer Relationship Management', 'Business Development', 'Negotiation', 'Planning', 'Writing', 'Adaptability', 'Deep Learning', 'Business Research', 'Strategy', 'Benefits', 'Data Visualization Software', 'Risk Management', 'Scrum (Software Development)', 'User Experience']",project management | communication | collaboration | decision making | leadership and management | strategy and operations | business communication | people management | business analysis | conflict management | critical thinking | problem solving | professional development | customer relationship management | business development | negotiation | planning | writing | adaptability | deep learning | business research | strategy | benefits | data visualization software | risk management | scrum (software development) | user experience,"['project management', 'communication', 'decision making', 'leadership and management', 'strategy and operations', 'business analysis', 'critical thinking', 'problem solving', 'planning', 'writing', 'strategy', 'risk management']",0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1
"Product Ideation, Design, and Management","{"" Leadership and Management"","" Strategy and Operations"","" Product Management"","" Design and Product"","" Entrepreneurship"","" Product Development"","" Strategy"","" Product Design"","" Marketing"","" Product Strategy"","" Research and Design"","" Market Research"","" Market Analysis"","" Product Marketing"","" Finance"","" Sales"","" Investment Management"","" Planning"","" Project Management"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Budget Management"","" Entrepreneurial Finance"","" Software Engineering Tools"","" Innovation""}",4.5,470.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Strategy and Operations', 'Product Management', 'Design and Product', 'Entrepreneurship', 'Product Development', 'Strategy', 'Product Design', 'Marketing', 'Product Strategy', 'Research and Design', 'Market Research', 'Market Analysis', 'Product Marketing', 'Finance', 'Sales', 'Investment Management', 'Planning', 'Project Management', 'Financial Analysis', 'Financial Management', 'Business Psychology', 'Budget Management', 'Entrepreneurial Finance', 'Software Engineering Tools', 'Innovation']",leadership and management | strategy and operations | product management | design and product | entrepreneurship | product development | strategy | product design | marketing | product strategy | research and design | market research | market analysis | product marketing | finance | sales | investment management | planning | project management | financial analysis | financial management | business psychology | budget management | entrepreneurial finance | software engineering tools | innovation,"['leadership and management', 'strategy and operations', 'strategy', 'marketing', 'finance', 'planning', 'project management']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
Excel Basics for Data Analysis,"{"" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis"","" Data Science""}",4.8,6700.0,Beginner , 1 - 3 Months,"['Microsoft Excel', 'Spreadsheet Software', 'Data Analysis', 'Data Science']",microsoft excel | spreadsheet software | data analysis | data science,['data analysis'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCI Project Management,"{"" Leadership and Management"","" Strategy and Operations"","" Project Management"","" Planning""}",4.7,276.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Strategy and Operations', 'Project Management', 'Planning']",leadership and management | strategy and operations | project management | planning,"['leadership and management', 'strategy and operations', 'project management', 'planning']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Getting started with Google Workspace,"{"" Collaboration"","" Google Cloud Platform"","" Communication"","" Cloud Applications"","" User Experience"","" Leadership and Management"","" Cloud Platforms"","" Cloud Computing"","" Business Communication"","" Organizational Development"","" Google App Engine"","" Cloud Storage"","" Data Management"","" Planning"","" Problem Solving"","" Business Analysis"","" Spreadsheet Software"","" Business Process Management"","" Data Visualization"","" Other Cloud Platforms and Tools"","" Project Management"","" Writing"","" Professional Development"","" Data Analysis"","" Strategy"","" Databases"","" Design and Product"","" Visual Design"","" Graphic Design""}",4.7,1300.0,Beginner , 3 - 6 Months,"['Collaboration', 'Google Cloud Platform', 'Communication', 'Cloud Applications', 'User Experience', 'Leadership and Management', 'Cloud Platforms', 'Cloud Computing', 'Business Communication', 'Organizational Development', 'Google App Engine', 'Cloud Storage', 'Data Management', 'Planning', 'Problem Solving', 'Business Analysis', 'Spreadsheet Software', 'Business Process Management', 'Data Visualization', 'Other Cloud Platforms and Tools', 'Project Management', 'Writing', 'Professional Development', 'Data Analysis', 'Strategy', 'Databases', 'Design and Product', 'Visual Design', 'Graphic Design']",collaboration | google cloud platform | communication | cloud applications | user experience | leadership and management | cloud platforms | cloud computing | business communication | organizational development | google app engine | cloud storage | data management | planning | problem solving | business analysis | spreadsheet software | business process management | data visualization | other cloud platforms and tools | project management | writing | professional development | data analysis | strategy | databases | design and product | visual design | graphic design,"['communication', 'leadership and management', 'cloud computing', 'data management', 'planning', 'problem solving', 'business analysis', 'project management', 'writing', 'data analysis', 'strategy']",0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1
