course_title,rating,review_count,skills_list,platform,level,duration,skills_text,internet of things,microsoft excel,python programming,securities trading,google app engine,microsoft azure,javascript,java programming,basic descriptive statistics,database application,financial analysis,financial accounting,financial management,c programming language family,cloud api,sql,power bi,natural language processing,html and css,react,game theory,google cloud platform,software testing,application development,website
Machine Learning: Beginner Reinforcement Learning in Python,4.1,158.0,"['network model', 'network architecture', 'artificial neural networks', 'internet of things', 'network security', 'bayesian network', 'game theory', 'network analysis', 'python programming']",udemy,1,2.0,network model | network architecture | artificial neural networks | internet of things | network security | bayesian network | game theory | network analysis | python programming,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Modern Three.js for Real Websites,4.3,158.0,"['internet of things', '3d']",udemy,0,5.0,internet of things | 3d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build a Forensic Virtual Machine,4.5,158.0,['virtual reality'],udemy,0,34.0,virtual reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flutter - How to Build an Ultimate Responsive App,4.0,158.0,"['ios development', 'google app engine', 'android development']",udemy,0,3.5,ios development | google app engine | android development,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The iOS Development Animations Course - Swift 5 & Xcode 10,3.9,158.0,"['graphics software', 'computer graphics']",udemy,0,4.0,graphics software | computer graphics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps Bootcamp: Terraform,4.6,158.0,"['aws', 'cloud infrastructure']",udemy,0,7.5,aws | cloud infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn Python from Scratch for Absolute Beginners 2024,4.5,158.0,['python programming'],udemy,0,11.5,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAVA Programming for Beginners - The Complete Course,3.9,158.0,['java programming'],udemy,0,10.5,java programming,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unreal: The complete guide for game level design in Unreal 4,2.8,158.0,['game theory'],udemy,0,2.0,game theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PyQT5 with Python GUI Programming | Python PyQT,3.1,158.0,"['database application', 'application development', 'python programming']",udemy,0,8.0,database application | application development | python programming,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AI & ML Starter Course with Hands-On Projects [2023],4.1,158.0,"['machine learning', 'applied machine learning', 'emotional intelligence', 'business intelligence', 'artificial neural networks', 'machine learning software', 'statistical machine learning', 'machine learning algorithms']",udemy,1,1.5,machine learning | applied machine learning | emotional intelligence | business intelligence | artificial neural networks | machine learning software | statistical machine learning | machine learning algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Vector Database with Python for AI & LLM Use Cases,4.3,158.0,"['database application', 'python programming', 'database design', 'database administration', 'database theory']",udemy,0,7.0,database application | python programming | database design | database administration | database theory,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Python Tutorial with MySQL, NumPy, Web, Pandas",3.7,157.0,['python programming'],udemy,1,14.5,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deploy Face Recognition Web App with ML in Django,4.6,157.0,"['machine learning', 'database application', 'applied machine learning', 'django', 'machine learning software', 'statistical machine learning', 'machine learning algorithms', 'database design', 'database administration', 'python programming', 'database theory']",udemy,0,7.0,machine learning | database application | applied machine learning | django | machine learning software | statistical machine learning | machine learning algorithms | database design | database administration | python programming | database theory,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastering Amazon Redshift and Serverless for Data Engineers,4.3,158.0,"['aws', 'amazon web services', 'continuous integration', 'cloud-based integration']",udemy,2,16.0,aws | amazon web services | continuous integration | cloud-based integration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game AI Fundamentals with Godot Engine,4.6,157.0,"['search engine optimization', 'google app engine', 'game theory']",udemy,2,3.0,search engine optimization | google app engine | game theory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Flutter&Firebase Build Multi-Vendor Store App & Admin Panel,4.8,157.0,"['retail store operations', 'google app engine']",udemy,0,32.5,retail store operations | google app engine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete Microsoft Power Virtual Agent (PVA) Bootcamp,3.5,158.0,"['media production', 'microsoft azure', 'microsoft excel', 'power bi', 'virtual reality']",udemy,0,8.0,media production | microsoft azure | microsoft excel | power bi | virtual reality,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Create a Text Completion ChatGPT A.I. Bot With Tkinter,4.5,157.0,['python programming'],udemy,1,1.5,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL Bootcamp - Hands-On Exercises - SQLite - Part I,4.5,157.0,"['internet of things', 'power bi']",udemy,1,2.5,internet of things | power bi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Complete MATLAB Computer Programming Bootcamp,4.0,157.0,['matlab'],udemy,0,5.0,matlab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn MariaDB SQL for beginners from scratch,4.5,157.0,['sql'],udemy,1,4.0,sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C# Basics with .NET Core for Beginners: Learn  by Coding,4.4,157.0,['c# programming'],udemy,1,28.0,c# programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fundamentals of Decision Trees in Machine Learning,4.5,157.0,"['internet of things', 'decision making']",udemy,0,2.5,internet of things | decision making,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning Path: Akka: Building Applications and Microservices,3.2,157.0,['internet of things'],udemy,2,4.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB.Net Projects and Exercises for Intermediate Programmers,4.4,157.0,['basic descriptive statistics'],udemy,2,18.0,basic descriptive statistics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer Vision In Python! Face Detection & Image Processing,3.4,157.0,"['python programming', 'natural language processing', 'computer vision']",udemy,0,11.0,python programming | natural language processing | computer vision,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Keras: Deep Learning in Python,3.6,157.0,"['python programming', 'deep learning', 'algorithms', 'machine learning algorithms']",udemy,0,10.0,python programming | deep learning | algorithms | machine learning algorithms,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JavaScript manipulation of the DOM Document Object Model,4.1,157.0,"['html and css', 'javascript']",udemy,1,2.0,html and css | javascript,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alpine JS Vs. 3 For Beginners.  Learn the new alpine.js v3!,4.6,157.0,['javascript'],udemy,0,5.5,javascript,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP Socket Programming For Distributed Computing in C#.Net,4.4,156.0,"['database application', 'network model', 'c# programming', 'network architecture', 'distributed computing architecture', 'network security', 'bayesian network', 'application development', 'network analysis']",udemy,0,3.0,database application | network model | c# programming | network architecture | distributed computing architecture | network security | bayesian network | application development | network analysis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A to Z (NLP) Machine Learning Model building and Deployment.,4.3,156.0,"['python programming', 'information technology', 'docker']",udemy,2,5.0,python programming | information technology | docker,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Full Introduction to C++ with Objects,4.5,156.0,['c++ programming'],udemy,1,22.5,c++ programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn how to convert PSD to HTML and CSS responsive,3.6,156.0,"['media production', 'html and css', 'media strategy & planning', 'social media']",udemy,0,2.5,media production | html and css | media strategy & planning | social media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The complete Javascript ES6 course.,3.9,156.0,['javascript'],udemy,2,6.0,javascript,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If You Can Cook, You Can Code Vol 1: How Programming Works",4.0,156.0,['internet of things'],udemy,0,4.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C++ programming in Qt FrameWork Part I,4.2,132.0,"['survey creation', 'c++ programming']",udemy,0,4.0,survey creation | c++ programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete Multi-Modular Architecture for Android Development,4.8,158.0,"['google app engine', 'android development']",udemy,2,13.5,google app engine | android development,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023 Data Structures Using Python,4.8,156.0,"['internet of things', 'python programming', 'power bi', 'data structures']",udemy,0,8.0,internet of things | python programming | power bi | data structures,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Full Stack React Js with Redux, Node.Js, Express.Js, MongoDB",4.3,156.0,['react'],udemy,0,21.5,react,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[NEW] Full-Stack Java Development with Spring Boot 3 & React,4.5,158.0,"['java programming', 'javascript', 'react']",udemy,1,19.5,java programming | javascript | react,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ASP.NET Core Web API Bootcamp - Build REST APIs with C# .NET,4.3,156.0,"['c# programming', 'microsoft azure', 'sql', 'cloud api']",udemy,0,11.0,c# programming | microsoft azure | sql | cloud api,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Optical Character Recognition (OCR) MasterClass in Python,3.9,157.0,"['machine learning', 'applied machine learning', 'machine learning software', 'statistical machine learning', 'machine learning algorithms', 'python programming']",udemy,0,2.0,machine learning | applied machine learning | machine learning software | statistical machine learning | machine learning algorithms | python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Augmented Reality AR with Unity & Vuforia for Android & iOS,3.9,156.0,"['ios development', 'android development', 'virtual reality']",udemy,0,18.0,ios development | android development | virtual reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Develop Android and iphone apps without coding,4.4,156.0,['android development'],udemy,1,2.5,android development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Projects for Beginners: Work on 10 Projects,4.1,156.0,"['machine learning', 'applied machine learning', 'machine learning software', 'statistical machine learning', 'machine learning algorithms']",udemy,0,9.5,machine learning | applied machine learning | machine learning software | statistical machine learning | machine learning algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python for Business Analysis and Excel,4.4,156.0,"['python programming', 'microsoft excel']",udemy,2,21.0,python programming | microsoft excel,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Projects in Hadoop and Big Data - Learn by Building Apps,2.8,155.0,['big data'],udemy,2,10.0,big data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C# OOP: C# Object Oriented Programming on Real C# Projects,4.8,155.0,['c# programming'],udemy,0,7.5,c# programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASP.NET CORE and C# REST API With Real World  Projects,3.8,155.0,"['media production', 'c# programming']",udemy,0,22.5,media production | c# programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete Oracle JET Course for Beginners (Step-by-Step),4.6,155.0,"['database application', 'application development']",udemy,1,14.0,database application | application development,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Science:Hands-on Diabetes Prediction with Pyspark MLlib,4.3,155.0,"['machine learning', 'applied machine learning', 'machine learning software', 'statistical machine learning', 'machine learning algorithms', 'apache']",udemy,0,1.0,machine learning | applied machine learning | machine learning software | statistical machine learning | machine learning algorithms | apache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
React with Test Driven Development,4.5,155.0,"['software testing', 'react']",udemy,0,15.0,software testing | react,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Python GUI Development with tkinter: Build desktop Apps,4.4,155.0,['python programming'],udemy,1,6.5,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python GUI Development with tkinter: Build desktop Apps,4.4,155.0,['python programming'],udemy,1,6.5,python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Learning for Beginners in Python: Work On 12+ Projects,4.4,155.0,"['machine learning', 'applied machine learning', 'computer science', 'deep learning', 'tensorflow', 'artificial neural networks', 'data science', 'machine learning software', 'statistical machine learning', 'machine learning algorithms', 'theoretical computer science', 'python programming']",udemy,0,14.5,machine learning | applied machine learning | computer science | deep learning | tensorflow | artificial neural networks | data science | machine learning software | statistical machine learning | machine learning algorithms | theoretical computer science | python programming,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn C and C++ Bootcamp for Beginners,4.3,155.0,"['natural language processing', 'c programming language family', 'c++ programming']",udemy,0,5.0,natural language processing | c programming language family | c++ programming,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Learn Database Design using PostgreSQL,3.7,154.0,"['database design', 'database application', 'database administration', 'database theory']",udemy,1,5.5,database design | database application | database administration | database theory,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QuickChat 2.0 (WhatsApp like chat) iOS10 and Swift 3,4.6,154.0,"['database application', 'ios development', 'swift programming', 'database design', 'database administration', 'database theory']",udemy,2,25.5,database application | ios development | swift programming | database design | database administration | database theory,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Data Structures and Algorithms in Java ( DSA ),4.8,154.0,"['java programming', 'algorithms', 'data structures', 'machine learning algorithms']",udemy,0,7.5,java programming | algorithms | data structures | machine learning algorithms,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Setup XAMPP run a local server web development,4.1,154.0,"['machine learning', 'applied machine learning', 'machine learning software', 'statistical machine learning', 'machine learning algorithms']",udemy,1,1.0,machine learning | applied machine learning | machine learning software | statistical machine learning | machine learning algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQL Bootcamp: Learn Enough SQL To Be A Professional [2023],4.4,156.0,"['databases', 'sql']",udemy,0,4.5,databases | sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Django + React : Build a Location-Based Real Estate Website,4.4,154.0,"['react', 'material handling', 'django']",udemy,1,17.5,react | material handling | django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AWS lambda for .NET C# developers,3.6,154.0,"['aws', 'c# programming']",udemy,0,2.0,aws | c# programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate hands-on Kivy | Tame your Kivy Python skills!,4.4,154.0,"['user experience design', 'user experience', 'basic descriptive statistics', 'user research']",udemy,1,10.0,user experience design | user experience | basic descriptive statistics | user research,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build A Restaurant Site With Python and Django,3.6,154.0,"['system programming', 'system software', 'django', 'python programming', 'system security']",udemy,1,6.0,system programming | system software | django | python programming | system security,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build A Restaurant Site With Python and Django,3.6,154.0,"['system programming', 'system software', 'django', 'python programming', 'system security']",udemy,1,6.0,system programming | system software | django | python programming | system security,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn GetX Flutter & Build Shopping App | REST API PHP MySQL,4.4,154.0,"['retail store operations', 'mobile development', 'mobile security', 'mobile development tools', 'google app engine', 'cloud api']",udemy,0,26.5,retail store operations | mobile development | mobile security | mobile development tools | google app engine | cloud api,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3Ds Max Game Modeling: Complete 3D Modeling in 3Ds Max,2.8,153.0,"['3d', 'game theory']",udemy,0,10.0,3d | game theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Learn to Deploy your Angular NodeJS Application on Server,3.8,153.0,"['database application', 'aws', 'amazon web services', 'google app engine', 'application development']",udemy,1,1.0,database application | aws | amazon web services | google app engine | application development,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Build An eCommerce Site With WooCommerce and WooLentor,4.3,153.0,"['wordpress', 'retail store operations']",udemy,1,2.0,wordpress | retail store operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISTQB Advanced Level Agile Technical Tester (ATT),4.6,153.0,"['continuous delivery', 'strategy and operations', 'product strategy', 'agile software development', 'continuous integration', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,2.5,continuous delivery | strategy and operations | product strategy | agile software development | continuous integration | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java And PHP Complete Course,4.4,154.0,"['java programming', 'php programming']",udemy,1,7.0,java programming | php programming,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
